date,team_name,opponent,xGF,xGA,xGF%,CF%,FF%,SF%,HDCF%,SCF%,PDO
2024-01-20,Los Angeles Kings,New York Rangers,1.65,1.89,46.52,55.43,54.84,59.52,38.46,45.95,1.021
2024-01-20,New York Rangers,Los Angeles Kings,1.89,1.65,53.48,44.57,45.16,40.48,61.54,54.05,0.979
2024-01-21,Ottawa Senators,Philadelphia Flyers,2.03,0.98,67.44,58.75,63.33,58.54,71.43,58.33,1.066
2024-01-21,Philadelphia Flyers,Ottawa Senators,0.98,2.03,32.56,41.25,36.67,41.46,28.57,41.67,0.934
2024-01-21,Carolina Hurricanes,Minnesota Wild,2.27,1.64,58.15,67.03,66.67,66.67,52.94,60.0,0.857
2024-01-21,Minnesota Wild,Carolina Hurricanes,1.64,2.27,41.85,32.97,33.33,33.33,47.06,40.0,1.143
2024-01-21,Detroit Red Wings,Tampa Bay Lightning,1.76,1.29,57.66,55.84,52.63,59.09,64.29,60.61,1.021
2024-01-21,Tampa Bay Lightning,Detroit Red Wings,1.29,1.76,42.34,44.16,47.37,40.91,35.71,39.39,0.979
2024-01-21,Dallas Stars,New York Islanders,2.83,2.21,56.08,60.36,59.04,59.68,47.83,56.92,0.974
2024-01-21,New York Islanders,Dallas Stars,2.21,2.83,43.92,39.64,40.96,40.32,52.17,43.08,1.026
2024-01-21,Anaheim Ducks,New York Rangers,1.18,2.48,32.24,27.55,28.57,34.88,33.33,19.57,1.062
2024-01-21,New York Rangers,Anaheim Ducks,2.48,1.18,67.76,72.45,71.43,65.12,66.67,80.43,0.938
2024-01-21,Seattle Kraken,Toronto Maple Leafs,1.8,1.9,48.67,46.0,40.91,44.74,52.94,44.23,0.964
2024-01-21,Toronto Maple Leafs,Seattle Kraken,1.9,1.8,51.33,54.0,59.09,55.26,47.06,55.77,1.036
2024-01-22,Boston Bruins,Winnipeg Jets,1.4,1.38,50.25,44.74,44.64,44.12,61.54,47.22,1.081
2024-01-22,Winnipeg Jets,Boston Bruins,1.38,1.4,49.75,55.26,55.36,55.88,38.46,52.78,0.919
2024-01-22,New Jersey Devils,Vegas Golden Knights,2.63,2.27,53.75,50.98,50.65,50.0,52.94,48.21,1.036
2024-01-22,Vegas Golden Knights,New Jersey Devils,2.27,2.63,46.25,49.02,49.35,50.0,47.06,51.79,0.964
2024-01-22,Florida Panthers,Nashville Predators,1.98,1.48,57.16,61.9,64.29,62.79,40.0,57.58,0.975
2024-01-22,Nashville Predators,Florida Panthers,1.48,1.98,42.84,38.1,35.71,37.21,60.0,42.42,1.025
2024-01-22,Arizona Coyotes,Pittsburgh Penguins,1.93,2.39,44.72,51.61,53.23,48.84,47.62,44.9,1.1
2024-01-22,Pittsburgh Penguins,Arizona Coyotes,2.39,1.93,55.28,48.39,46.77,51.16,52.38,55.1,0.9
2024-01-22,Chicago Blackhawks,Vancouver Canucks,1.92,2.56,42.86,39.53,37.31,40.48,34.78,45.0,0.92
2024-01-22,Vancouver Canucks,Chicago Blackhawks,2.56,1.92,57.14,60.47,62.69,59.52,65.22,55.0,1.08
2024-01-22,Los Angeles Kings,San Jose Sharks,3.35,1.58,67.95,61.42,66.28,66.67,68.0,64.41,0.95
2024-01-22,San Jose Sharks,Los Angeles Kings,1.58,3.35,32.05,38.58,33.72,33.33,32.0,35.59,1.05
2024-01-23,Dallas Stars,Detroit Red Wings,2.5,1.52,62.26,52.63,55.26,59.65,66.67,50.0,1.118
2024-01-23,Detroit Red Wings,Dallas Stars,1.52,2.5,37.74,47.37,44.74,40.35,33.33,50.0,0.882
2024-01-23,Montreal Canadiens,Ottawa Senators,1.79,1.41,55.86,54.93,50.98,50.0,50.0,59.38,1.0
2024-01-23,Ottawa Senators,Montreal Canadiens,1.41,1.79,44.14,45.07,49.02,50.0,50.0,40.63,1.0
2024-01-23,Philadelphia Flyers,Tampa Bay Lightning,1.67,1.38,54.74,53.13,61.29,57.89,64.71,47.73,0.92
2024-01-23,Tampa Bay Lightning,Philadelphia Flyers,1.38,1.67,45.26,46.88,38.71,42.11,35.29,52.27,1.08
2024-01-23,New York Islanders,Vegas Golden Knights,2.66,1.3,67.17,63.33,60.87,58.33,62.5,65.79,0.9
2024-01-23,Vegas Golden Knights,New York Islanders,1.3,2.66,32.83,36.67,39.13,41.67,37.5,34.21,1.1
2024-01-23,Minnesota Wild,Washington Capitals,1.96,1.63,54.56,54.12,53.73,52.0,44.44,42.86,1.109
2024-01-23,Washington Capitals,Minnesota Wild,1.63,1.96,45.44,45.88,46.27,48.0,55.56,57.14,0.891
2024-01-23,Calgary Flames,St Louis Blues,2.37,1.97,54.56,55.0,56.52,57.69,58.82,44.23,0.964
2024-01-23,St Louis Blues,Calgary Flames,1.97,2.37,45.44,45.0,43.48,42.31,41.18,55.77,1.036
2024-01-23,Columbus Blue Jackets,Edmonton Oilers,2.7,2.36,53.33,51.72,54.84,53.49,47.62,50.0,0.893
2024-01-23,Edmonton Oilers,Columbus Blue Jackets,2.36,2.7,46.67,48.28,45.16,46.51,52.38,50.0,1.107
2024-01-23,Anaheim Ducks,Buffalo Sabres,2.33,1.78,56.66,46.67,52.24,55.32,52.17,52.27,1.077
2024-01-23,Buffalo Sabres,Anaheim Ducks,1.78,2.33,43.34,53.33,47.76,44.68,47.83,47.73,0.923
2024-01-23,New York Rangers,San Jose Sharks,1.69,1.85,47.81,52.17,55.38,59.52,58.82,55.0,0.962
2024-01-23,San Jose Sharks,New York Rangers,1.85,1.69,52.19,47.83,44.62,40.48,41.18,45.0,1.038
2024-01-24,Arizona Coyotes,Florida Panthers,2.34,1.88,55.49,51.76,50.68,45.0,66.67,52.27,0.886
2024-01-24,Florida Panthers,Arizona Coyotes,1.88,2.34,44.51,48.24,49.32,55.0,33.33,47.73,1.114
2024-01-24,Toronto Maple Leafs,Winnipeg Jets,1.03,2.21,31.86,36.56,38.81,39.53,25.0,25.81,1.0
2024-01-24,Winnipeg Jets,Toronto Maple Leafs,2.21,1.03,68.14,63.44,61.19,60.47,75.0,74.19,1.0
2024-01-24,Boston Bruins,Carolina Hurricanes,2.05,2.6,44.09,37.21,36.62,44.0,54.55,45.24,1.055
2024-01-24,Carolina Hurricanes,Boston Bruins,2.6,2.05,55.91,62.79,63.38,56.0,45.45,54.76,0.945
2024-01-24,Colorado Avalanche,Washington Capitals,2.08,2.3,47.38,44.64,45.83,56.82,55.0,52.0,1.027
2024-01-24,Washington Capitals,Colorado Avalanche,2.3,2.08,52.62,55.36,54.17,43.18,45.0,48.0,0.973
2024-01-24,Chicago Blackhawks,Seattle Kraken,2.26,1.97,53.52,50.91,53.33,49.06,41.67,46.3,0.816
2024-01-24,Seattle Kraken,Chicago Blackhawks,1.97,2.26,46.48,49.09,46.67,50.94,58.33,53.7,1.184
2024-01-24,St Louis Blues,Vancouver Canucks,1.96,3.36,36.82,37.5,35.48,37.84,40.74,38.18,1.099
2024-01-24,Vancouver Canucks,St Louis Blues,3.36,1.96,63.18,62.5,64.52,62.16,59.26,61.82,0.901
2024-01-24,Buffalo Sabres,Los Angeles Kings,1.99,2.56,43.66,49.11,45.88,49.21,41.18,45.83,1.099
2024-01-24,Los Angeles Kings,Buffalo Sabres,2.56,1.99,56.34,50.89,54.12,50.79,58.82,54.17,0.901
2024-01-25,Carolina Hurricanes,New Jersey Devils,1.16,3.61,24.33,46.75,49.15,46.34,21.05,26.47,1.06
2024-01-25,New Jersey Devils,Carolina Hurricanes,3.61,1.16,75.67,53.25,50.85,53.66,78.95,73.53,0.94
2024-01-25,Detroit Red Wings,Philadelphia Flyers,1.11,2.39,31.7,34.48,32.69,32.35,25.0,33.33,1.182
2024-01-25,Philadelphia Flyers,Detroit Red Wings,2.39,1.11,68.3,65.52,67.31,67.65,75.0,66.67,0.818
2024-01-25,Montreal Canadiens,New York Islanders,1.03,2.19,31.91,33.78,32.14,35.9,33.33,34.48,1.071
2024-01-25,New York Islanders,Montreal Canadiens,2.19,1.03,68.09,66.22,67.86,64.1,66.67,65.52,0.929
2024-01-25,Boston Bruins,Ottawa Senators,1.28,0.94,57.67,41.11,39.66,38.64,44.44,43.33,1.059
2024-01-25,Ottawa Senators,Boston Bruins,0.94,1.28,42.33,58.89,60.34,61.36,55.56,56.67,0.941
2024-01-25,Arizona Coyotes,Tampa Bay Lightning,1.86,1.84,50.27,47.19,43.1,43.18,69.23,53.49,0.958
2024-01-25,Tampa Bay Lightning,Arizona Coyotes,1.84,1.86,49.73,52.81,56.9,56.82,30.77,46.51,1.042
2024-01-25,Anaheim Ducks,Dallas Stars,1.35,2.85,32.05,36.36,38.96,32.08,26.32,32.43,1.093
2024-01-25,Dallas Stars,Anaheim Ducks,2.85,1.35,67.95,63.64,61.04,67.92,73.68,67.57,0.907
2024-01-25,Minnesota Wild,Nashville Predators,0.62,1.75,26.12,37.08,35.59,33.33,33.33,38.24,0.893
2024-01-25,Nashville Predators,Minnesota Wild,1.75,0.62,73.88,62.92,64.41,66.67,66.67,61.76,1.107
2024-01-25,Columbus Blue Jackets,Calgary Flames,1.03,1.59,39.31,47.73,43.33,47.62,60.0,40.0,1.009
2024-01-25,Calgary Flames,Columbus Blue Jackets,1.59,1.03,60.69,52.27,56.67,52.38,40.0,60.0,0.991
2024-01-25,Chicago Blackhawks,Edmonton Oilers,2.2,2.68,45.07,43.0,44.74,47.27,33.33,44.9,0.966
2024-01-25,Edmonton Oilers,Chicago Blackhawks,2.68,2.2,54.93,57.0,55.26,52.73,66.67,55.1,1.034
2024-01-26,New York Rangers,Vegas Golden Knights,2.59,1.73,59.88,62.24,61.64,61.7,52.38,57.45,0.812
2024-01-26,Vegas Golden Knights,New York Rangers,1.73,2.59,40.12,37.76,38.36,38.3,47.62,42.55,1.188
2024-01-26,Florida Panthers,Pittsburgh Penguins,1.81,0.92,66.27,53.93,55.36,55.56,81.82,65.71,1.0
2024-01-26,Pittsburgh Penguins,Florida Panthers,0.92,1.81,33.73,46.07,44.64,44.44,18.18,34.29,1.0
2024-01-26,Colorado Avalanche,Los Angeles Kings,1.52,1.65,47.87,50.65,51.92,57.89,47.06,51.43,1.182
2024-01-26,Los Angeles Kings,Colorado Avalanche,1.65,1.52,52.13,49.35,48.08,42.11,52.94,48.57,0.818
2024-01-26,Seattle Kraken,St Louis Blues,3.42,1.08,76.08,69.47,66.2,72.73,80.0,70.45,0.979
2024-01-26,St Louis Blues,Seattle Kraken,1.08,3.42,23.92,30.53,33.8,27.27,20.0,29.55,1.021
2024-01-27,Boston Bruins,Philadelphia Flyers,2.85,2.18,56.57,39.6,43.42,41.07,50.0,43.75,1.2
2024-01-27,Philadelphia Flyers,Boston Bruins,2.18,2.85,43.43,60.4,56.58,58.93,50.0,56.25,0.8
2024-01-27,Dallas Stars,Washington Capitals,2.73,1.18,69.74,57.69,55.84,62.0,68.75,65.85,0.992
2024-01-27,Washington Capitals,Dallas Stars,1.18,2.73,30.26,42.31,44.16,38.0,31.25,34.15,1.008
2024-01-27,Edmonton Oilers,Nashville Predators,1.89,3.04,38.28,43.0,40.85,40.48,27.78,32.0,1.019
2024-01-27,Nashville Predators,Edmonton Oilers,3.04,1.89,61.72,57.0,59.15,59.52,72.22,68.0,0.981
2024-01-27,Buffalo Sabres,San Jose Sharks,3.13,1.97,61.4,48.74,52.81,56.6,59.09,53.85,1.046
2024-01-27,San Jose Sharks,Buffalo Sabres,1.97,3.13,38.6,51.26,47.19,43.4,40.91,46.15,0.954
2024-01-27,Arizona Coyotes,Carolina Hurricanes,0.92,3.67,20.01,26.13,22.22,23.26,16.0,24.49,1.039
2024-01-27,Carolina Hurricanes,Arizona Coyotes,3.67,0.92,79.99,73.87,77.78,76.74,84.0,75.51,0.961
2024-01-27,Detroit Red Wings,Vegas Golden Knights,2.1,2.63,44.43,53.09,51.56,47.06,45.0,48.65,1.051
2024-01-27,Vegas Golden Knights,Detroit Red Wings,2.63,2.1,55.57,46.91,48.44,52.94,55.0,51.35,0.949
2024-01-27,New York Rangers,Ottawa Senators,1.7,2.24,43.14,43.88,39.44,43.75,50.0,44.74,1.153
2024-01-27,Ottawa Senators,New York Rangers,2.24,1.7,56.86,56.12,60.56,56.25,50.0,55.26,0.847
2024-01-27,Montreal Canadiens,Pittsburgh Penguins,2.35,3.23,42.13,37.5,44.19,46.15,32.14,40.0,0.97
2024-01-27,Pittsburgh Penguins,Montreal Canadiens,3.23,2.35,57.87,62.5,55.81,53.85,67.86,60.0,1.03
2024-01-27,New Jersey Devils,Tampa Bay Lightning,1.53,2.93,34.38,38.14,37.66,35.19,33.33,38.46,0.991
2024-01-27,Tampa Bay Lightning,New Jersey Devils,2.93,1.53,65.62,61.86,62.34,64.81,66.67,61.54,1.009
2024-01-27,Toronto Maple Leafs,Winnipeg Jets,2.05,2.18,48.49,47.25,45.83,54.17,61.11,54.05,0.948
2024-01-27,Winnipeg Jets,Toronto Maple Leafs,2.18,2.05,51.51,52.75,54.17,45.83,38.89,45.95,1.052
2024-01-27,Florida Panthers,New York Islanders,0.94,1.57,37.44,53.26,46.27,52.27,44.44,54.55,0.952
2024-01-27,New York Islanders,Florida Panthers,1.57,0.94,62.56,46.74,53.73,47.73,55.56,45.45,1.048
2024-01-27,Anaheim Ducks,Minnesota Wild,1.55,1.03,59.91,44.44,44.64,41.86,75.0,50.0,1.087
2024-01-27,Minnesota Wild,Anaheim Ducks,1.03,1.55,40.09,55.56,55.36,58.14,25.0,50.0,0.913
2024-01-27,Calgary Flames,Chicago Blackhawks,2.36,2.22,51.55,56.0,50.67,50.0,40.91,53.85,1.0
2024-01-27,Chicago Blackhawks,Calgary Flames,2.22,2.36,48.45,44.0,49.33,50.0,59.09,46.15,1.0
2024-01-27,Columbus Blue Jackets,Vancouver Canucks,1.17,2.64,30.68,43.68,40.0,41.46,21.43,38.1,1.076
2024-01-27,Vancouver Canucks,Columbus Blue Jackets,2.64,1.17,69.32,56.32,60.0,58.54,78.57,61.9,0.924
2024-01-28,Los Angeles Kings,St Louis Blues,1.94,1.15,62.86,62.2,65.0,60.87,75.0,66.67,0.96
2024-01-28,St Louis Blues,Los Angeles Kings,1.15,1.94,37.14,37.8,35.0,39.13,25.0,33.33,1.04
2024-01-28,Columbus Blue Jackets,Seattle Kraken,1.28,2.12,37.75,48.98,55.71,55.1,41.67,47.22,1.029
2024-01-28,Seattle Kraken,Columbus Blue Jackets,2.12,1.28,62.25,51.02,44.29,44.9,58.33,52.78,0.971
2024-01-29,Nashville Predators,Ottawa Senators,1.76,2.53,41.05,48.04,39.13,43.75,45.0,46.81,1.032
2024-01-29,Ottawa Senators,Nashville Predators,2.53,1.76,58.95,51.96,60.87,56.25,55.0,53.19,0.968
2024-01-30,Columbus Blue Jackets,St Louis Blues,1.93,1.92,50.15,51.61,53.23,54.05,38.46,48.84,1.05
2024-01-30,St Louis Blues,Columbus Blue Jackets,1.92,1.93,49.85,48.39,46.77,45.95,61.54,51.16,0.95
2024-01-30,San Jose Sharks,Seattle Kraken,2.18,3.23,40.26,40.0,38.67,40.82,43.48,35.19,1.05
2024-01-30,Seattle Kraken,San Jose Sharks,3.23,2.18,59.74,60.0,61.33,59.18,56.52,64.81,0.95
2024-01-31,Detroit Red Wings,Ottawa Senators,2.55,2.3,52.63,52.34,51.9,57.14,38.89,47.73,0.972
2024-01-31,Ottawa Senators,Detroit Red Wings,2.3,2.55,47.37,47.66,48.1,42.86,61.11,52.27,1.028
2024-01-31,Los Angeles Kings,Nashville Predators,1.31,2.8,31.91,44.33,40.85,44.0,35.29,40.38,1.065
2024-01-31,Nashville Predators,Los Angeles Kings,2.8,1.31,68.09,55.67,59.15,56.0,64.71,59.62,0.935
2024-01-31,Anaheim Ducks,San Jose Sharks,2.17,1.03,67.8,67.78,62.71,58.33,61.54,78.38,0.981
2024-01-31,San Jose Sharks,Anaheim Ducks,1.03,2.17,32.2,32.22,37.29,41.67,38.46,21.62,1.019
2024-02-05,Colorado Avalanche,New York Rangers,2.8,1.75,61.53,51.96,52.63,54.9,61.9,56.6,0.992
2024-02-05,New York Rangers,Colorado Avalanche,1.75,2.8,38.47,48.04,47.37,45.1,38.1,43.4,1.008
2024-02-05,New York Islanders,Toronto Maple Leafs,2.33,2.89,44.66,49.15,50.0,47.92,42.31,40.35,1.13
2024-02-05,Toronto Maple Leafs,New York Islanders,2.89,2.33,55.34,50.85,50.0,52.08,57.69,59.65,0.87
2024-02-06,Boston Bruins,Calgary Flames,1.05,1.66,38.65,44.32,44.07,41.67,50.0,44.44,0.952
2024-02-06,Calgary Flames,Boston Bruins,1.66,1.05,61.35,55.68,55.93,58.33,50.0,55.56,1.048
2024-02-06,Buffalo Sabres,Dallas Stars,1.91,2.21,46.32,60.42,57.35,62.5,47.37,60.42,0.944
2024-02-06,Dallas Stars,Buffalo Sabres,2.21,1.91,53.68,39.58,42.65,37.5,52.63,39.58,1.056
2024-02-06,Carolina Hurricanes,Vancouver Canucks,2.11,1.39,60.26,58.43,57.81,54.05,61.54,59.38,0.941
2024-02-06,Vancouver Canucks,Carolina Hurricanes,1.39,2.11,39.74,41.57,42.19,45.95,38.46,40.63,1.059
2024-02-06,Florida Panthers,Philadelphia Flyers,2.22,2.33,48.74,50.91,44.87,45.24,46.15,52.38,0.913
2024-02-06,Philadelphia Flyers,Florida Panthers,2.33,2.22,51.26,49.09,55.13,54.76,53.85,47.62,1.087
2024-02-06,Colorado Avalanche,New Jersey Devils,2.22,2.47,47.27,50.0,52.11,53.7,55.0,55.32,0.874
2024-02-06,New Jersey Devils,Colorado Avalanche,2.47,2.22,52.73,50.0,47.89,46.3,45.0,44.68,1.126
2024-02-06,Pittsburgh Penguins,Winnipeg Jets,2.05,2.29,47.28,43.75,46.88,47.62,40.91,40.43,1.05
2024-02-06,Winnipeg Jets,Pittsburgh Penguins,2.29,2.05,52.72,56.25,53.13,52.38,59.09,59.57,0.95
2024-02-06,Montreal Canadiens,Washington Capitals,1.53,2.0,43.38,35.79,40.28,41.51,25.0,42.86,1.104
2024-02-06,Washington Capitals,Montreal Canadiens,2.0,1.53,56.62,64.21,59.72,58.49,75.0,57.14,0.896
2024-02-06,Edmonton Oilers,Vegas Golden Knights,2.51,1.71,59.42,61.74,63.01,53.19,66.67,63.46,0.909
2024-02-06,Vegas Golden Knights,Edmonton Oilers,1.71,2.51,40.58,38.26,36.99,46.81,33.33,36.54,1.091
2024-02-07,New York Rangers,Tampa Bay Lightning,1.74,1.46,54.43,44.21,52.31,56.76,50.0,42.5,1.033
2024-02-07,Tampa Bay Lightning,New York Rangers,1.46,1.74,45.57,55.79,47.69,43.24,50.0,57.5,0.967
2024-02-07,Dallas Stars,Toronto Maple Leafs,2.16,1.79,54.63,57.69,54.79,47.83,41.18,54.35,0.962
2024-02-07,Toronto Maple Leafs,Dallas Stars,1.79,2.16,45.37,42.31,45.21,52.17,58.82,45.65,1.038
2024-02-07,Chicago Blackhawks,Minnesota Wild,1.48,2.49,37.19,48.19,47.37,47.22,28.57,38.1,0.954
2024-02-07,Minnesota Wild,Chicago Blackhawks,2.49,1.48,62.81,51.81,52.63,52.78,71.43,61.9,1.046
2024-02-08,Boston Bruins,Vancouver Canucks,1.44,1.87,43.5,47.69,52.0,53.13,47.06,56.25,1.118
2024-02-08,Vancouver Canucks,Boston Bruins,1.87,1.44,56.5,52.31,48.0,46.88,52.94,43.75,0.882
2024-02-08,Florida Panthers,Washington Capitals,3.97,1.35,74.64,64.22,67.65,72.73,75.0,70.0,0.979
2024-02-08,Washington Capitals,Florida Panthers,1.35,3.97,25.36,35.78,32.35,27.27,25.0,30.0,1.021
2024-02-08,Calgary Flames,New Jersey Devils,2.72,2.87,48.62,47.57,44.16,46.03,43.48,46.0,1.079
2024-02-08,New Jersey Devils,Calgary Flames,2.87,2.72,51.38,52.43,55.84,53.97,56.52,54.0,0.921
2024-02-08,Philadelphia Flyers,Winnipeg Jets,1.89,2.02,48.23,39.33,37.04,45.71,44.44,36.84,1.135
2024-02-08,Winnipeg Jets,Philadelphia Flyers,2.02,1.89,51.77,60.67,62.96,54.29,55.56,63.16,0.865
2024-02-08,New York Islanders,Tampa Bay Lightning,1.21,1.36,47.04,42.67,46.67,57.69,33.33,47.37,1.242
2024-02-08,Tampa Bay Lightning,New York Islanders,1.36,1.21,52.96,57.33,53.33,42.31,66.67,52.63,0.758
2024-02-08,Carolina Hurricanes,Colorado Avalanche,1.8,1.64,52.31,52.56,46.3,38.71,50.0,48.15,1.167
2024-02-08,Colorado Avalanche,Carolina Hurricanes,1.64,1.8,47.69,47.44,53.7,61.29,50.0,51.85,0.833
2024-02-08,Arizona Coyotes,Vegas Golden Knights,1.93,2.21,46.58,53.72,53.01,40.74,57.89,50.79,0.997
2024-02-08,Vegas Golden Knights,Arizona Coyotes,2.21,1.93,53.42,46.28,46.99,59.26,42.11,49.21,1.003
2024-02-09,Minnesota Wild,Pittsburgh Penguins,1.54,1.34,53.51,46.34,49.18,43.9,64.29,54.29,1.012
2024-02-09,Pittsburgh Penguins,Minnesota Wild,1.34,1.54,46.49,53.66,50.82,56.1,35.71,45.71,0.988
2024-02-09,Chicago Blackhawks,New York Rangers,2.55,2.02,55.87,55.29,55.56,51.92,52.38,51.02,0.954
2024-02-09,New York Rangers,Chicago Blackhawks,2.02,2.55,44.13,44.71,44.44,48.08,47.62,48.98,1.046
2024-02-09,Anaheim Ducks,Edmonton Oilers,1.37,2.87,32.28,39.29,38.1,43.75,29.63,45.45,0.937
2024-02-09,Edmonton Oilers,Anaheim Ducks,2.87,1.37,67.72,60.71,61.9,56.25,70.37,54.55,1.063
2024-02-10,Buffalo Sabres,St Louis Blues,1.83,1.71,51.63,54.74,55.07,52.27,58.82,52.27,0.948
2024-02-10,St Louis Blues,Buffalo Sabres,1.71,1.83,48.37,45.26,44.93,47.73,41.18,47.73,1.052
2024-02-10,Detroit Red Wings,Vancouver Canucks,0.91,1.49,37.86,45.45,47.92,52.78,35.71,35.48,0.929
2024-02-10,Vancouver Canucks,Detroit Red Wings,1.49,0.91,62.14,54.55,52.08,47.22,64.29,64.52,1.071
2024-02-10,Dallas Stars,Montreal Canadiens,2.02,0.98,67.44,58.75,63.64,66.67,69.23,60.53,0.962
2024-02-10,Montreal Canadiens,Dallas Stars,0.98,2.02,32.56,41.25,36.36,33.33,30.77,39.47,1.038
2024-02-10,Calgary Flames,New York Islanders,1.42,1.77,44.47,47.12,46.48,44.19,25.0,43.24,1.064
2024-02-10,New York Islanders,Calgary Flames,1.77,1.42,55.53,52.88,53.52,55.81,75.0,56.76,0.936
2024-02-10,Boston Bruins,Washington Capitals,1.03,1.7,37.75,44.07,41.46,36.67,33.33,50.0,0.947
2024-02-10,Washington Capitals,Boston Bruins,1.7,1.03,62.25,55.93,58.54,63.33,66.67,50.0,1.053
2024-02-10,Colorado Avalanche,Florida Panthers,2.23,4.37,33.8,40.29,42.16,47.76,38.71,38.1,0.943
2024-02-10,Florida Panthers,Colorado Avalanche,4.37,2.23,66.2,59.71,57.84,52.24,61.29,61.9,1.057
2024-02-10,Carolina Hurricanes,New Jersey Devils,2.29,1.53,59.94,57.29,52.31,51.11,66.67,68.42,1.0
2024-02-10,New Jersey Devils,Carolina Hurricanes,1.53,2.29,40.06,42.71,47.69,48.89,33.33,31.58,1.0
2024-02-10,Columbus Blue Jackets,Tampa Bay Lightning,3.04,2.6,53.87,49.06,49.37,47.27,53.57,55.17,1.004
2024-02-10,Tampa Bay Lightning,Columbus Blue Jackets,2.6,3.04,46.13,50.94,50.63,52.73,46.43,44.83,0.996
2024-02-10,Ottawa Senators,Toronto Maple Leafs,2.58,3.94,39.56,46.61,45.45,43.86,38.46,42.42,1.066
2024-02-10,Toronto Maple Leafs,Ottawa Senators,3.94,2.58,60.44,53.39,54.55,56.14,61.54,57.58,0.934
2024-02-10,Philadelphia Flyers,Seattle Kraken,2.29,1.04,68.85,61.29,68.42,68.18,71.43,60.98,0.89
2024-02-10,Seattle Kraken,Philadelphia Flyers,1.04,2.29,31.15,38.71,31.58,31.82,28.57,39.02,1.11
2024-02-10,Pittsburgh Penguins,Winnipeg Jets,3.18,2.96,51.81,48.62,53.09,50.82,55.56,50.88,0.966
2024-02-10,Winnipeg Jets,Pittsburgh Penguins,2.96,3.18,48.19,51.38,46.91,49.18,44.44,49.12,1.034
2024-02-10,Arizona Coyotes,Nashville Predators,1.64,2.19,42.83,44.68,46.15,50.0,47.06,43.9,1.0
2024-02-10,Nashville Predators,Arizona Coyotes,2.19,1.64,57.17,55.32,53.85,50.0,52.94,56.1,1.0
2024-02-10,Edmonton Oilers,Los Angeles Kings,1.5,1.98,43.2,58.82,53.19,45.16,63.64,60.0,0.882
2024-02-10,Los Angeles Kings,Edmonton Oilers,1.98,1.5,56.8,41.18,46.81,54.84,36.36,40.0,1.118
2024-02-11,Montreal Canadiens,St Louis Blues,2.38,1.79,57.06,55.95,53.03,51.85,66.67,48.84,0.882
2024-02-11,St Louis Blues,Montreal Canadiens,1.79,2.38,42.94,44.05,46.97,48.15,33.33,51.16,1.118
2024-02-11,Vancouver Canucks,Washington Capitals,1.84,3.23,36.3,44.86,41.43,41.3,25.0,50.0,1.031
2024-02-11,Washington Capitals,Vancouver Canucks,3.23,1.84,63.7,55.14,58.57,58.7,75.0,50.0,0.969
2024-02-12,New Jersey Devils,Seattle Kraken,2.31,1.67,58.02,45.24,49.21,51.16,68.75,53.33,1.043
2024-02-12,Seattle Kraken,New Jersey Devils,1.67,2.31,41.98,54.76,50.79,48.84,31.25,46.67,0.957
2024-02-12,Calgary Flames,New York Rangers,1.86,2.59,41.86,44.12,45.59,45.45,40.91,46.3,0.958
2024-02-12,New York Rangers,Calgary Flames,2.59,1.86,58.14,55.88,54.41,54.55,59.09,53.7,1.042
2024-02-12,Arizona Coyotes,Philadelphia Flyers,1.48,1.25,54.03,47.44,48.21,43.24,42.86,51.52,1.092
2024-02-12,Philadelphia Flyers,Arizona Coyotes,1.25,1.48,45.97,52.56,51.79,56.76,57.14,48.48,0.908
2024-02-12,Minnesota Wild,Vegas Golden Knights,2.37,0.8,74.7,63.16,61.11,57.14,81.25,63.64,1.017
2024-02-12,Vegas Golden Knights,Minnesota Wild,0.8,2.37,25.3,36.84,38.89,42.86,18.75,36.36,0.983
2024-02-13,Boston Bruins,Tampa Bay Lightning,2.12,1.23,63.34,60.44,58.06,59.46,68.75,68.75,0.979
2024-02-13,Tampa Bay Lightning,Boston Bruins,1.23,2.12,36.66,39.56,41.94,40.54,31.25,31.25,1.021
2024-02-13,Buffalo Sabres,Los Angeles Kings,2.87,2.62,52.24,38.39,43.59,45.83,65.22,47.54,1.273
2024-02-13,Los Angeles Kings,Buffalo Sabres,2.62,2.87,47.76,61.61,56.41,54.17,34.78,52.46,0.727
2024-02-13,Anaheim Ducks,Montreal Canadiens,1.52,1.63,48.22,45.88,43.1,33.33,47.06,55.81,0.864
2024-02-13,Montreal Canadiens,Anaheim Ducks,1.63,1.52,51.78,54.12,56.9,66.67,52.94,44.19,1.136
2024-02-13,Columbus Blue Jackets,Ottawa Senators,2.98,2.16,57.99,61.29,61.97,60.78,50.0,55.56,0.997
2024-02-13,Ottawa Senators,Columbus Blue Jackets,2.16,2.98,42.01,38.71,38.03,39.22,50.0,44.44,1.003
2024-02-13,St Louis Blues,Toronto Maple Leafs,1.14,2.85,28.64,39.33,34.38,32.43,33.33,38.64,0.963
2024-02-13,Toronto Maple Leafs,St Louis Blues,2.85,1.14,71.36,60.67,65.63,67.57,66.67,61.36,1.037
2024-02-13,Colorado Avalanche,Washington Capitals,1.59,2.43,39.6,48.45,47.95,55.32,41.18,45.71,1.02
2024-02-13,Washington Capitals,Colorado Avalanche,2.43,1.59,60.4,51.55,52.05,44.68,58.82,54.29,0.98
