date,team_name,opponent,xGF,xGA,xGF%,CF%,FF%,SF%,HDCF%,SCF%,PDO
2022-11-09,Montreal Canadiens,Vancouver Canucks,2.47,2.26,52.21,43.02,46.97,48.15,50.0,45.65,1.082
2022-11-09,Vancouver Canucks,Montreal Canadiens,2.26,2.47,47.79,56.98,53.03,51.85,50.0,54.35,0.918
2022-11-09,Anaheim Ducks,Minnesota Wild,1.64,2.77,37.27,39.29,43.28,39.22,23.81,35.14,0.985
2022-11-09,Minnesota Wild,Anaheim Ducks,2.77,1.64,62.73,60.71,56.72,60.78,76.19,64.86,1.015
2022-11-10,Boston Bruins,Calgary Flames,1.14,1.25,47.67,35.38,37.74,32.43,45.45,38.46,1.127
2022-11-10,Calgary Flames,Boston Bruins,1.25,1.14,52.33,64.62,62.26,67.57,54.55,61.54,0.873
2022-11-10,Carolina Hurricanes,Edmonton Oilers,3.44,1.78,65.87,63.27,60.26,65.91,64.71,64.81,1.14
2022-11-10,Edmonton Oilers,Carolina Hurricanes,1.78,3.44,34.13,36.73,39.74,34.09,35.29,35.19,0.86
2022-11-10,New Jersey Devils,Ottawa Senators,3.78,1.63,69.82,61.4,59.55,62.5,70.83,61.9,0.99
2022-11-10,Ottawa Senators,New Jersey Devils,1.63,3.78,30.18,38.6,40.45,37.5,29.17,38.1,1.01
2022-11-10,Columbus Blue Jackets,Philadelphia Flyers,1.58,2.86,35.66,42.71,45.07,45.1,26.67,41.03,1.059
2022-11-10,Philadelphia Flyers,Columbus Blue Jackets,2.86,1.58,64.34,57.29,54.93,54.9,73.33,58.97,0.941
2022-11-10,Buffalo Sabres,Vegas Golden Knights,2.27,2.29,49.76,56.44,51.43,45.28,45.83,57.14,0.869
2022-11-10,Vegas Golden Knights,Buffalo Sabres,2.29,2.27,50.24,43.56,48.57,54.72,54.17,42.86,1.131
2022-11-10,Arizona Coyotes,New York Islanders,2.28,1.5,60.36,51.09,47.69,57.14,66.67,54.76,1.0
2022-11-10,New York Islanders,Arizona Coyotes,1.5,2.28,39.64,48.91,52.31,42.86,33.33,45.24,1.0
2022-11-10,Detroit Red Wings,New York Rangers,1.27,2.44,34.2,41.98,41.67,43.48,25.0,28.95,0.869
2022-11-10,New York Rangers,Detroit Red Wings,2.44,1.27,65.8,58.02,58.33,56.52,75.0,71.05,1.131
2022-11-10,San Jose Sharks,St Louis Blues,3.12,3.05,50.55,52.38,50.0,51.72,62.5,55.88,0.993
2022-11-10,St Louis Blues,San Jose Sharks,3.05,3.12,49.45,47.62,50.0,48.28,37.5,44.12,1.007
2022-11-10,Colorado Avalanche,Nashville Predators,2.31,1.94,54.32,48.04,52.05,45.28,65.0,51.11,1.056
2022-11-10,Nashville Predators,Colorado Avalanche,1.94,2.31,45.68,51.96,47.95,54.72,35.0,48.89,0.944
2022-11-10,Chicago Blackhawks,Los Angeles Kings,0.79,2.47,24.15,36.71,35.19,36.84,16.67,23.68,0.958
2022-11-10,Los Angeles Kings,Chicago Blackhawks,2.47,0.79,75.85,63.29,64.81,63.16,83.33,76.32,1.042
2022-11-11,Pittsburgh Penguins,Toronto Maple Leafs,1.64,2.08,44.06,47.13,47.54,48.72,50.0,41.86,1.108
2022-11-11,Toronto Maple Leafs,Pittsburgh Penguins,2.08,1.64,55.94,52.87,52.46,51.28,50.0,58.14,0.892
2022-11-11,Tampa Bay Lightning,Washington Capitals,2.09,2.03,50.68,48.81,46.55,48.72,41.18,44.74,0.803
2022-11-11,Washington Capitals,Tampa Bay Lightning,2.03,2.09,49.32,51.19,53.45,51.28,58.82,55.26,1.197
2022-11-11,Dallas Stars,San Jose Sharks,2.07,1.22,62.97,71.6,68.97,65.79,52.94,63.41,0.852
2022-11-11,San Jose Sharks,Dallas Stars,1.22,2.07,37.03,28.4,31.03,34.21,47.06,36.59,1.148
2022-11-11,Minnesota Wild,Seattle Kraken,1.2,1.76,40.53,37.66,41.38,41.03,40.0,48.15,1.063
2022-11-11,Seattle Kraken,Minnesota Wild,1.76,1.2,59.47,62.34,58.62,58.97,60.0,51.85,0.938
2022-11-12,Ottawa Senators,Philadelphia Flyers,1.07,2.41,30.87,44.19,39.06,36.0,33.33,32.35,1.024
2022-11-12,Philadelphia Flyers,Ottawa Senators,2.41,1.07,69.13,55.81,60.94,64.0,66.67,67.65,0.976
2022-11-12,Edmonton Oilers,Florida Panthers,1.28,2.69,32.26,34.57,34.92,39.22,36.84,35.71,1.068
2022-11-12,Florida Panthers,Edmonton Oilers,2.69,1.28,67.74,65.43,65.08,60.78,63.16,64.29,0.932
2022-11-12,Arizona Coyotes,New Jersey Devils,0.71,1.76,28.89,42.59,42.22,40.0,22.22,40.0,0.833
2022-11-12,New Jersey Devils,Arizona Coyotes,1.76,0.71,71.11,57.41,57.78,60.0,77.78,60.0,1.167
2022-11-12,Boston Bruins,Buffalo Sabres,2.07,2.31,47.25,45.88,46.27,48.0,50.0,45.0,1.083
2022-11-12,Buffalo Sabres,Boston Bruins,2.31,2.07,52.75,54.12,53.73,52.0,50.0,55.0,0.917
2022-11-12,Montreal Canadiens,Pittsburgh Penguins,1.77,1.4,55.89,59.3,54.1,65.96,73.33,64.71,0.972
2022-11-12,Pittsburgh Penguins,Montreal Canadiens,1.4,1.77,44.11,40.7,45.9,34.04,26.67,35.29,1.028
2022-11-12,Toronto Maple Leafs,Vancouver Canucks,3.36,1.45,69.8,58.76,59.74,57.69,72.73,60.0,1.021
2022-11-12,Vancouver Canucks,Toronto Maple Leafs,1.45,3.36,30.2,41.24,40.26,42.31,27.27,40.0,0.979
2022-11-12,Columbus Blue Jackets,New York Islanders,2.2,3.31,39.89,45.54,45.78,43.33,40.74,44.93,0.989
2022-11-12,New York Islanders,Columbus Blue Jackets,3.31,2.2,60.11,54.46,54.22,56.67,59.26,55.07,1.011
2022-11-12,Nashville Predators,New York Rangers,1.21,1.65,42.43,39.44,41.18,37.14,46.15,43.59,1.108
2022-11-12,New York Rangers,Nashville Predators,1.65,1.21,57.57,60.56,58.82,62.86,53.85,56.41,0.892
2022-11-12,Carolina Hurricanes,Colorado Avalanche,2.09,1.13,65.02,73.13,71.43,64.86,62.5,71.43,0.888
2022-11-12,Colorado Avalanche,Carolina Hurricanes,1.13,2.09,34.98,26.87,28.57,35.14,37.5,28.57,1.112
2022-11-12,Anaheim Ducks,Chicago Blackhawks,2.74,1.91,58.97,62.11,61.04,64.29,59.09,64.44,0.906
2022-11-12,Chicago Blackhawks,Anaheim Ducks,1.91,2.74,41.03,37.89,38.96,35.71,40.91,35.56,1.094
2022-11-12,St Louis Blues,Vegas Golden Knights,1.87,1.87,50.06,40.4,37.1,38.0,50.0,54.55,1.126
2022-11-12,Vegas Golden Knights,St Louis Blues,1.87,1.87,49.94,59.6,62.9,62.0,50.0,45.45,0.874
2022-11-12,Calgary Flames,Winnipeg Jets,1.65,2.23,42.52,50.62,53.45,56.82,44.44,48.65,1.027
2022-11-12,Winnipeg Jets,Calgary Flames,2.23,1.65,57.48,49.38,46.55,43.18,55.56,51.35,0.973
2022-11-12,Detroit Red Wings,Los Angeles Kings,0.87,1.31,39.95,45.12,39.58,37.93,37.5,43.33,0.889
2022-11-12,Los Angeles Kings,Detroit Red Wings,1.31,0.87,60.05,54.88,60.42,62.07,62.5,56.67,1.111
2022-11-13,Dallas Stars,Philadelphia Flyers,1.91,2.54,42.9,45.65,47.83,44.0,39.13,43.75,1.055
2022-11-13,Philadelphia Flyers,Dallas Stars,2.54,1.91,57.1,54.35,52.17,56.0,60.87,56.25,0.945
2022-11-13,Arizona Coyotes,New York Rangers,1.36,1.29,51.16,60.29,63.64,58.33,50.0,55.26,0.8
2022-11-13,New York Rangers,Arizona Coyotes,1.29,1.36,48.84,39.71,36.36,41.67,50.0,44.74,1.2
2022-11-13,Minnesota Wild,San Jose Sharks,2.0,2.45,45.01,50.47,50.0,44.23,50.0,54.24,0.975
2022-11-13,San Jose Sharks,Minnesota Wild,2.45,2.0,54.99,49.53,50.0,55.77,50.0,45.76,1.025
2022-11-13,Boston Bruins,Vancouver Canucks,1.07,1.31,45.12,49.32,48.21,51.22,40.0,45.16,1.048
2022-11-13,Vancouver Canucks,Boston Bruins,1.31,1.07,54.88,50.68,51.79,48.78,60.0,54.84,0.952
2022-11-13,Tampa Bay Lightning,Washington Capitals,2.24,1.53,59.38,60.47,59.7,60.47,73.33,56.52,0.939
2022-11-13,Washington Capitals,Tampa Bay Lightning,1.53,2.24,40.62,39.53,40.3,39.53,26.67,43.48,1.061
2022-11-13,Seattle Kraken,Winnipeg Jets,1.79,1.72,51.02,45.95,52.0,59.26,61.54,44.0,1.063
2022-11-13,Winnipeg Jets,Seattle Kraken,1.72,1.79,48.98,54.05,48.0,40.74,38.46,56.0,0.938
2022-11-14,New York Islanders,Ottawa Senators,1.56,3.12,33.26,39.18,42.86,52.83,28.57,28.26,0.996
2022-11-14,Ottawa Senators,New York Islanders,3.12,1.56,66.74,60.82,57.14,47.17,71.43,71.74,1.004
2022-11-14,Carolina Hurricanes,Chicago Blackhawks,1.14,1.5,43.21,61.43,60.38,53.85,18.18,53.13,1.143
2022-11-14,Chicago Blackhawks,Carolina Hurricanes,1.5,1.14,56.79,38.57,39.62,46.15,81.82,46.88,0.857
2022-11-14,Calgary Flames,Los Angeles Kings,2.82,1.31,68.32,56.96,56.36,60.0,81.82,71.79,1.083
2022-11-14,Los Angeles Kings,Calgary Flames,1.31,2.82,31.68,43.04,43.64,40.0,18.18,28.21,0.917
2022-11-14,Colorado Avalanche,St Louis Blues,2.14,2.62,45.02,56.3,53.61,52.05,38.46,50.94,0.969
2022-11-14,St Louis Blues,Colorado Avalanche,2.62,2.14,54.98,43.7,46.39,47.95,61.54,49.06,1.031
2022-11-15,Dallas Stars,Tampa Bay Lightning,2.32,2.77,45.6,48.84,47.83,47.92,41.67,46.3,0.923
2022-11-15,Tampa Bay Lightning,Dallas Stars,2.77,2.32,54.4,51.16,52.17,52.08,58.33,53.7,1.077
2022-11-15,Montreal Canadiens,New Jersey Devils,2.1,2.46,46.02,43.0,44.78,42.31,50.0,42.0,0.945
2022-11-15,New Jersey Devils,Montreal Canadiens,2.46,2.1,53.98,57.0,55.22,57.69,50.0,58.0,1.055
2022-11-15,Columbus Blue Jackets,Philadelphia Flyers,2.68,1.8,59.81,43.48,43.59,48.28,52.63,61.7,1.007
2022-11-15,Philadelphia Flyers,Columbus Blue Jackets,1.8,2.68,40.19,56.52,56.41,51.72,47.37,38.3,0.993
2022-11-15,Pittsburgh Penguins,Toronto Maple Leafs,2.79,2.41,53.68,52.68,51.28,50.91,58.33,57.58,0.923
2022-11-15,Toronto Maple Leafs,Pittsburgh Penguins,2.41,2.79,46.32,47.32,48.72,49.09,41.67,42.42,1.077
2022-11-15,Buffalo Sabres,Vancouver Canucks,1.72,2.27,43.03,55.21,51.43,50.0,27.78,46.0,1.038
2022-11-15,Vancouver Canucks,Buffalo Sabres,2.27,1.72,56.97,44.79,48.57,50.0,72.22,54.0,0.962
2022-11-15,Florida Panthers,Washington Capitals,2.06,2.33,46.94,47.71,47.44,55.93,56.52,53.85,1.091
2022-11-15,Washington Capitals,Florida Panthers,2.33,2.06,53.06,52.29,52.56,44.07,43.48,46.15,0.909
2022-11-15,Minnesota Wild,Nashville Predators,2.08,1.09,65.67,62.67,63.16,60.53,70.0,57.69,0.977
2022-11-15,Nashville Predators,Minnesota Wild,1.09,2.08,34.33,37.33,36.84,39.47,30.0,42.31,1.023
2022-11-15,Anaheim Ducks,Detroit Red Wings,1.8,1.88,48.87,54.84,50.0,45.45,47.06,55.81,0.958
2022-11-15,Detroit Red Wings,Anaheim Ducks,1.88,1.8,51.13,45.16,50.0,54.55,52.94,44.19,1.042
2022-11-15,San Jose Sharks,Vegas Golden Knights,1.32,1.75,43.05,53.85,49.18,51.06,30.0,58.33,0.996
2022-11-15,Vegas Golden Knights,San Jose Sharks,1.75,1.32,56.95,46.15,50.82,48.94,70.0,41.67,1.004
2022-11-16,Buffalo Sabres,Ottawa Senators,1.79,2.06,46.57,55.26,47.27,42.22,50.0,54.55,0.923
2022-11-16,Ottawa Senators,Buffalo Sabres,2.06,1.79,53.43,44.74,52.73,57.78,50.0,45.45,1.077
2022-11-16,Chicago Blackhawks,St Louis Blues,1.58,3.14,33.51,47.06,42.42,38.0,35.0,45.1,0.924
2022-11-16,St Louis Blues,Chicago Blackhawks,3.14,1.58,66.49,52.94,57.58,62.0,65.0,54.9,1.076
2022-11-16,Edmonton Oilers,Los Angeles Kings,1.82,1.87,49.36,59.38,49.21,44.0,55.56,53.33,0.974
2022-11-16,Los Angeles Kings,Edmonton Oilers,1.87,1.82,50.64,40.63,50.79,56.0,44.44,46.67,1.026
2022-11-17,Calgary Flames,Tampa Bay Lightning,1.83,2.52,42.09,62.89,61.97,65.38,22.22,53.85,0.889
2022-11-17,Tampa Bay Lightning,Calgary Flames,2.52,1.83,57.91,37.11,38.03,34.62,77.78,46.15,1.111
2022-11-17,Carolina Hurricanes,Colorado Avalanche,2.48,1.19,67.48,71.05,71.19,76.19,61.11,72.22,0.963
2022-11-17,Colorado Avalanche,Carolina Hurricanes,1.19,2.48,32.52,28.95,28.81,23.81,38.89,27.78,1.038
2022-11-17,Dallas Stars,Florida Panthers,1.95,2.4,44.78,43.48,42.03,37.04,50.0,43.9,1.191
2022-11-17,Florida Panthers,Dallas Stars,2.4,1.95,55.22,56.52,57.97,62.96,50.0,56.1,0.809
2022-11-17,Columbus Blue Jackets,Montreal Canadiens,2.01,2.78,41.88,43.52,44.58,40.63,42.11,41.82,1.113
2022-11-17,Montreal Canadiens,Columbus Blue Jackets,2.78,2.01,58.12,56.48,55.42,59.38,57.89,58.18,0.887
2022-11-17,New Jersey Devils,Toronto Maple Leafs,2.67,1.3,67.19,52.81,57.58,57.14,66.67,57.14,1.071
2022-11-17,Toronto Maple Leafs,New Jersey Devils,1.3,2.67,32.81,47.19,42.42,42.86,33.33,42.86,0.929
2022-11-17,Boston Bruins,Philadelphia Flyers,1.91,1.66,53.47,54.55,50.77,51.16,52.17,56.52,1.091
2022-11-17,Philadelphia Flyers,Boston Bruins,1.66,1.91,46.53,45.45,49.23,48.84,47.83,43.48,0.909
2022-11-17,Anaheim Ducks,Winnipeg Jets,2.3,2.83,44.76,46.67,47.83,47.17,50.0,40.74,0.969
2022-11-17,Winnipeg Jets,Anaheim Ducks,2.83,2.3,55.24,53.33,52.17,52.83,50.0,59.26,1.031
2022-11-17,Nashville Predators,New York Islanders,2.87,2.12,57.54,48.45,51.32,54.0,57.89,48.15,1.018
2022-11-17,New York Islanders,Nashville Predators,2.12,2.87,42.46,51.55,48.68,46.0,42.11,51.85,0.982
2022-11-17,Minnesota Wild,Pittsburgh Penguins,1.56,1.53,50.43,50.0,53.7,50.0,41.67,54.55,1.0
2022-11-17,Pittsburgh Penguins,Minnesota Wild,1.53,1.56,49.57,50.0,46.3,50.0,58.33,45.45,1.0
2022-11-17,St Louis Blues,Washington Capitals,1.04,3.17,24.68,29.35,28.57,30.19,27.27,25.93,1.133
2022-11-17,Washington Capitals,St Louis Blues,3.17,1.04,75.32,70.65,71.43,69.81,72.73,74.07,0.867
2022-11-17,Arizona Coyotes,Vegas Golden Knights,1.59,1.96,44.78,52.44,48.33,44.44,37.5,56.41,0.93
2022-11-17,Vegas Golden Knights,Arizona Coyotes,1.96,1.59,55.22,47.56,51.67,55.56,62.5,43.59,1.07
2022-11-17,New York Rangers,Seattle Kraken,1.81,3.31,35.37,43.48,39.73,42.55,30.43,36.17,0.926
2022-11-17,Seattle Kraken,New York Rangers,3.31,1.81,64.63,56.52,60.27,57.45,69.57,63.83,1.074
2022-11-17,Detroit Red Wings,San Jose Sharks,1.39,2.13,39.48,41.57,41.94,43.24,27.27,35.71,1.185
2022-11-17,San Jose Sharks,Detroit Red Wings,2.13,1.39,60.52,58.43,58.06,56.76,72.73,64.29,0.815
2022-11-18,Los Angeles Kings,Vancouver Canucks,2.78,1.58,63.8,55.21,60.27,57.41,61.11,61.82,0.902
2022-11-18,Vancouver Canucks,Los Angeles Kings,1.58,2.78,36.2,44.79,39.73,42.59,38.89,38.18,1.098
2022-11-19,New Jersey Devils,Ottawa Senators,2.1,1.69,55.4,48.15,48.39,53.49,64.71,47.62,1.037
2022-11-19,Ottawa Senators,New Jersey Devils,1.69,2.1,44.6,51.85,51.61,46.51,35.29,52.38,0.963
2022-11-19,Calgary Flames,Florida Panthers,1.87,1.85,50.22,50.53,50.68,51.92,46.67,48.57,0.991
2022-11-19,Florida Panthers,Calgary Flames,1.85,1.87,49.78,49.47,49.32,48.08,53.33,51.43,1.009
2022-11-19,Buffalo Sabres,Toronto Maple Leafs,1.29,1.82,41.43,54.67,51.02,48.65,35.71,51.28,0.895
2022-11-19,Toronto Maple Leafs,Buffalo Sabres,1.82,1.29,58.57,45.33,48.98,51.35,64.29,48.72,1.105
2022-11-19,Boston Bruins,Chicago Blackhawks,3.2,0.84,79.28,68.54,72.22,70.0,81.25,73.58,1.114
2022-11-19,Chicago Blackhawks,Boston Bruins,0.84,3.2,20.72,31.46,27.78,30.0,18.75,26.42,0.886
2022-11-19,Colorado Avalanche,Washington Capitals,2.62,1.96,57.17,47.57,50.0,43.4,63.64,58.0,1.13
2022-11-19,Washington Capitals,Colorado Avalanche,1.96,2.62,42.83,52.43,50.0,56.6,36.36,42.0,0.87
2022-11-19,Columbus Blue Jackets,Detroit Red Wings,1.95,2.41,44.74,50.0,50.0,44.9,38.46,39.39,0.897
2022-11-19,Detroit Red Wings,Columbus Blue Jackets,2.41,1.95,55.26,50.0,50.0,55.1,61.54,60.61,1.103
2022-11-19,Montreal Canadiens,Philadelphia Flyers,2.63,2.93,47.27,46.94,45.71,47.92,51.72,41.51,0.927
2022-11-19,Philadelphia Flyers,Montreal Canadiens,2.93,2.63,52.73,53.06,54.29,52.08,48.28,58.49,1.073
2022-11-19,Pittsburgh Penguins,Winnipeg Jets,2.05,1.4,59.46,54.55,53.25,52.73,50.0,48.65,1.069
2022-11-19,Winnipeg Jets,Pittsburgh Penguins,1.4,2.05,40.54,45.45,46.75,47.27,50.0,51.35,0.931
2022-11-19,Anaheim Ducks,St Louis Blues,1.42,2.08,40.5,55.56,48.39,42.0,47.37,45.61,0.828
2022-11-19,St Louis Blues,Anaheim Ducks,2.08,1.42,59.5,44.44,51.61,58.0,52.63,54.39,1.172
2022-11-19,Carolina Hurricanes,Minnesota Wild,1.35,1.56,46.49,53.76,53.85,51.35,41.67,57.14,0.997
2022-11-19,Minnesota Wild,Carolina Hurricanes,1.56,1.35,53.51,46.24,46.15,48.65,58.33,42.86,1.003
2022-11-19,Dallas Stars,New York Islanders,2.72,1.4,65.99,53.49,55.56,54.35,61.54,60.0,1.112
2022-11-19,New York Islanders,Dallas Stars,1.4,2.72,34.01,46.51,44.44,45.65,38.46,40.0,0.888
2022-11-19,Nashville Predators,Tampa Bay Lightning,2.02,2.81,41.85,37.5,41.27,42.0,41.67,34.78,1.013
2022-11-19,Tampa Bay Lightning,Nashville Predators,2.81,2.02,58.15,62.5,58.73,58.0,58.33,65.22,0.987
2022-11-19,Los Angeles Kings,Seattle Kraken,1.79,1.81,49.63,60.2,52.86,50.0,46.15,60.0,1.0
2022-11-19,Seattle Kraken,Los Angeles Kings,1.81,1.79,50.37,39.8,47.14,50.0,53.85,40.0,1.0
2022-11-19,Edmonton Oilers,Vegas Golden Knights,2.22,1.9,53.84,45.88,48.33,41.46,73.33,42.86,1.034
2022-11-19,Vegas Golden Knights,Edmonton Oilers,1.9,2.22,46.16,54.12,51.67,58.54,26.67,57.14,0.966
2022-11-19,New York Rangers,San Jose Sharks,2.25,1.62,58.07,59.34,57.75,65.31,43.75,53.33,1.031
2022-11-19,San Jose Sharks,New York Rangers,1.62,2.25,41.93,40.66,42.25,34.69,56.25,46.67,0.969
2022-11-20,Columbus Blue Jackets,Florida Panthers,1.52,2.73,35.84,30.56,35.29,30.16,35.71,25.93,1.037
2022-11-20,Florida Panthers,Columbus Blue Jackets,2.73,1.52,64.16,69.44,64.71,69.84,64.29,74.07,0.963
2022-11-20,Chicago Blackhawks,Pittsburgh Penguins,1.84,2.08,46.86,50.57,52.38,55.32,26.67,45.45,0.886
2022-11-20,Pittsburgh Penguins,Chicago Blackhawks,2.08,1.84,53.14,49.43,47.62,44.68,73.33,54.55,1.114
2022-11-21,Boston Bruins,Tampa Bay Lightning,1.93,2.52,43.35,41.77,39.39,40.74,41.18,43.18,1.074
2022-11-21,Tampa Bay Lightning,Boston Bruins,2.52,1.93,56.65,58.23,60.61,59.26,58.82,56.82,0.926
2022-11-21,Calgary Flames,Philadelphia Flyers,2.69,1.08,71.32,58.75,62.96,58.54,53.33,62.5,1.007
2022-11-21,Philadelphia Flyers,Calgary Flames,1.08,2.69,28.68,41.25,37.04,41.46,46.67,37.5,0.993
2022-11-21,Edmonton Oilers,New Jersey Devils,1.79,2.61,40.68,41.49,40.28,45.65,61.54,38.46,0.888
2022-11-21,New Jersey Devils,Edmonton Oilers,2.61,1.79,59.32,58.51,59.72,54.35,38.46,61.54,1.112
2022-11-21,Carolina Hurricanes,Winnipeg Jets,1.74,1.84,48.6,64.71,61.9,46.67,33.33,56.1,0.813
2022-11-21,Winnipeg Jets,Carolina Hurricanes,1.84,1.74,51.4,35.29,38.1,53.33,66.67,43.9,1.188
2022-11-21,New York Islanders,Toronto Maple Leafs,2.03,2.73,42.68,43.88,44.87,42.86,29.41,36.54,1.06
2022-11-21,Toronto Maple Leafs,New York Islanders,2.73,2.03,57.32,56.12,55.13,57.14,70.59,63.46,0.94
2022-11-21,Anaheim Ducks,St Louis Blues,2.07,2.96,41.12,48.1,46.55,50.0,40.0,46.67,1.0
2022-11-21,St Louis Blues,Anaheim Ducks,2.96,2.07,58.88,51.9,53.45,50.0,60.0,53.33,1.0
2022-11-21,Arizona Coyotes,Nashville Predators,2.65,2.54,50.99,44.71,44.12,46.94,34.78,44.68,1.048
2022-11-21,Nashville Predators,Arizona Coyotes,2.54,2.65,49.01,55.29,55.88,53.06,65.22,55.32,0.952
2022-11-21,Colorado Avalanche,Dallas Stars,2.15,1.03,67.66,51.95,58.7,60.0,66.67,57.5,0.976
2022-11-21,Dallas Stars,Colorado Avalanche,1.03,2.15,32.34,48.05,41.3,40.0,33.33,42.5,1.024
2022-11-21,Ottawa Senators,San Jose Sharks,1.91,2.39,44.39,52.17,53.03,57.14,56.25,48.98,0.893
2022-11-21,San Jose Sharks,Ottawa Senators,2.39,1.91,55.61,47.83,46.97,42.86,43.75,51.02,1.107
2022-11-21,Vancouver Canucks,Vegas Golden Knights,1.57,3.67,29.93,46.0,42.31,41.27,24.0,35.09,1.019
2022-11-21,Vegas Golden Knights,Vancouver Canucks,3.67,1.57,70.07,54.0,57.69,58.73,76.0,64.91,0.981
2022-11-22,Buffalo Sabres,Montreal Canadiens,3.2,1.4,69.54,62.2,59.65,59.18,68.42,68.75,1.072
2022-11-22,Montreal Canadiens,Buffalo Sabres,1.4,3.2,30.46,37.8,40.35,40.82,31.58,31.25,0.928
2022-11-22,Los Angeles Kings,New York Rangers,2.65,1.48,64.09,52.94,57.97,62.07,56.25,60.0,0.919
2022-11-22,New York Rangers,Los Angeles Kings,1.48,2.65,35.91,47.06,42.03,37.93,43.75,40.0,1.081
2022-11-23,Arizona Coyotes,Carolina Hurricanes,1.49,2.13,41.14,35.63,40.0,41.46,38.1,36.54,1.176
2022-11-23,Carolina Hurricanes,Arizona Coyotes,2.13,1.49,58.86,64.37,60.0,58.54,61.9,63.46,0.824
2022-11-23,Boston Bruins,Florida Panthers,2.56,1.95,56.76,57.65,56.72,61.54,59.09,52.17,0.95
2022-11-23,Florida Panthers,Boston Bruins,1.95,2.56,43.24,42.35,43.28,38.46,40.91,47.83,1.05
2022-11-23,Calgary Flames,Pittsburgh Penguins,1.95,2.73,41.73,47.57,49.35,47.54,40.0,48.21,1.003
2022-11-23,Pittsburgh Penguins,Calgary Flames,2.73,1.95,58.27,52.43,50.65,52.46,60.0,51.79,0.997
2022-11-23,Columbus Blue Jackets,Montreal Canadiens,2.19,1.36,61.67,53.33,52.46,47.92,66.67,51.22,0.963
2022-11-23,Montreal Canadiens,Columbus Blue Jackets,1.36,2.19,38.33,46.67,47.54,52.08,33.33,48.78,1.037
2022-11-23,Buffalo Sabres,St Louis Blues,2.28,2.85,44.45,45.36,44.16,42.86,53.85,43.55,1.135
2022-11-23,St Louis Blues,Buffalo Sabres,2.85,2.28,55.55,54.64,55.84,57.14,46.15,56.45,0.865
2022-11-23,New Jersey Devils,Toronto Maple Leafs,1.76,1.21,59.29,61.54,60.0,60.0,64.29,57.14,0.905
2022-11-23,Toronto Maple Leafs,New Jersey Devils,1.21,1.76,40.71,38.46,40.0,40.0,35.71,42.86,1.095
2022-11-23,Minnesota Wild,Winnipeg Jets,1.48,1.75,45.86,44.94,48.48,52.83,41.67,31.43,1.103
2022-11-23,Winnipeg Jets,Minnesota Wild,1.75,1.48,54.14,55.06,51.52,47.17,58.33,68.57,0.897
2022-11-23,Edmonton Oilers,New York Islanders,2.94,1.4,67.82,56.82,58.57,58.62,63.16,60.53,0.958
2022-11-23,New York Islanders,Edmonton Oilers,1.4,2.94,32.18,43.18,41.43,41.38,36.84,39.47,1.042
2022-11-23,Detroit Red Wings,Nashville Predators,1.63,2.19,42.69,39.08,45.76,48.78,30.0,35.29,1.05
2022-11-23,Nashville Predators,Detroit Red Wings,2.19,1.63,57.31,60.92,54.24,51.22,70.0,64.71,0.95
2022-11-23,Philadelphia Flyers,Washington Capitals,1.55,1.98,43.99,47.19,48.33,50.0,37.5,40.0,1.053
2022-11-23,Washington Capitals,Philadelphia Flyers,1.98,1.55,56.01,52.81,51.67,50.0,62.5,60.0,0.947
2022-11-23,Chicago Blackhawks,Dallas Stars,2.36,3.06,43.6,36.21,42.68,41.94,46.67,39.06,1.043
2022-11-23,Dallas Stars,Chicago Blackhawks,3.06,2.36,56.4,63.79,57.32,58.06,53.33,60.94,0.957
2022-11-23,Anaheim Ducks,New York Rangers,2.56,3.71,40.78,37.0,38.46,35.71,45.16,43.86,1.094
2022-11-23,New York Rangers,Anaheim Ducks,3.71,2.56,59.22,63.0,61.54,64.29,54.84,56.14,0.906
2022-11-23,Ottawa Senators,Vegas Golden Knights,3.59,1.35,72.65,64.96,63.41,60.34,75.0,73.58,0.913
2022-11-23,Vegas Golden Knights,Ottawa Senators,1.35,3.59,27.35,35.04,36.59,39.66,25.0,26.42,1.087
2022-11-23,San Jose Sharks,Seattle Kraken,1.85,1.71,51.96,52.38,52.63,47.62,64.71,59.52,0.973
2022-11-23,Seattle Kraken,San Jose Sharks,1.71,1.85,48.04,47.62,47.37,52.38,35.29,40.48,1.027
2022-11-23,Colorado Avalanche,Vancouver Canucks,1.25,1.23,50.3,61.19,57.45,52.78,35.71,59.38,0.876
2022-11-23,Vancouver Canucks,Colorado Avalanche,1.23,1.25,49.7,38.81,42.55,47.22,64.29,40.63,1.124
2022-11-25,Boston Bruins,Carolina Hurricanes,1.95,1.03,65.42,64.38,59.32,58.33,69.23,73.17,1.071
2022-11-25,Carolina Hurricanes,Boston Bruins,1.03,1.95,34.58,35.62,40.68,41.67,30.77,26.83,0.929
2022-11-25,Calgary Flames,Washington Capitals,2.45,1.83,57.29,52.04,55.22,57.14,58.82,46.51,0.905
2022-11-25,Washington Capitals,Calgary Flames,1.83,2.45,42.71,47.96,44.78,42.86,41.18,53.49,1.095
2022-11-25,Chicago Blackhawks,Montreal Canadiens,2.01,1.93,51.11,48.68,47.37,47.37,43.75,48.48,1.006
2022-11-25,Montreal Canadiens,Chicago Blackhawks,1.93,2.01,48.89,51.32,52.63,52.63,56.25,51.52,0.994
